participant_id,event,time,condition,title,artist,trial,session,music_evoked_affect,mem_positive,mem_vivid,spont_memory,mem_coincidence,artist_exposure_rating,familiarity,childhood_exposure,adolescence_exposure,young_adult_exposure,adult_present_exposure,clip_liking,uri
10,A moment when you played dolls/toys with a friend,child,U,My Baby's Tears,Reverend Baron,13,2,5,5,4,y,1,NA,1,1,1,1,1,3,NA
10,A time with a babysitter you had during childhood,child,U,My Best Year,The Solids,14,2,4,7,7,n,NA,NA,1,1,1,1,1,4,NA
10,Losing a tooth/a visit from the tooth fairy,child,U,Said She Would,Eli Paperboy Reed,15,2,6,5,4,y,1,NA,1,1,1,1,1,4,NA
10,A time going to a movie in junior/high school,adol,F,"I Can't Help Myself (Sugar Pie, Honey Bunch)",The Four Tops,1,3,7,7,7,y,4,5,5,1,4,3,3,5,spotify:track:6b6IMqP565TbtFFZg9iFf3
10,First day of junior/high school,adol,F,I Want To Hold Your Hand - Remastered 2009,The Beatles,2,3,7,5,4,y,3,5,5,1,5,4,3,5,spotify:track:5Qe7NHxeLAn8KoLTNLSdwe
10,A time working on a junior/ high school art or science project,adol,F,"Oh, Pretty Woman",Roy Orbison,3,3,7,6,5,n,NA,5,5,1,3,2,2,4,spotify:track:48i055G1OT5KxGGftwFxWy
10,Going to a wedding as a teenager,adol,F,(I Can't Get No) Satisfaction,The Rolling Stones,4,3,7,7,6,y,2,5,5,1,5,4,3,5,spotify:track:2PzU4IB8Dr6mxV3lHuaG34
10,A time giving a presentation in junior/high school,adol,F,Surfin' U.S.A. - Remastered,The Beach Boys,5,3,7,6,5,y,3,5,5,1,5,4,4,5,spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b
10,A day when you helped a friend move residence,adult,F,Aquarius / Let the Sunshine In (The Flesh Failures) [Remastered],The 5th Dimension,6,3,7,5,3,y,1,5,5,1,1,4,3,5,spotify:track:0HZlND4giwzgolBpaNIRGV
10,The birth or adoption of your first child,adult,F,The First Time Ever I Saw Your Face,Roberta Flack,7,3,6,0,0,n,NA,5,4,1,1,3,3,4,spotify:track:0SxFyA4FqmEQqZVuAlg8lf
10,A halloween in your 20's,adult,F,(They Long To Be) Close To You,The Carpenters,8,3,7,5,5,n,NA,5,5,1,1,3,3,5,spotify:track:2kyVQg00pphEufGT59M2XH
10,A wedding you attended in your 20's,adult,F,Alone Again (Naturally),Gilbert O'Sullivan,9,3,5,7,6,y,2,5,5,1,1,3,2,3,spotify:track:4lHQCzdK3VdYQvQZnnRouG
10,A moment on a honeymoon,adult,F,Joy To The World,Three Dog Night,10,3,7,0,0,y,0,5,5,1,1,4,3,5,spotify:track:1Sqcqzfgv5oB2nPcVGw6cp
10,A time when you watched a movie/tv show with family as a child,child,F,Secret Love,Doris Day,11,3,5,5,5,n,NA,5,4,3,2,1,2,4,spotify:track:5wzjc23Qsn7wN75eLMvFEc
10,A celebration of your own birthday during childhood,child,F,Don't Be Cruel,Elvis Presley,12,3,7,6,5,y,2,5,5,4,2,2,2,4,spotify:track:4zzXm1QJQXWLyUfFhWZBRg
10,Birth or adoption of your younger sibling,child,F,Learnin' The Blues - Remastered,Frank Sinatra,13,3,7,6,5,y,2,5,5,4,2,2,4,5,spotify:track:177n1ckYQkeOzLhSSkKci2
10,A moment when a parent read to you in childhood,child,F,All I Have To Do Is Dream,The Everly Brothers,14,3,7,6,5,y,3,5,5,4,2,2,2,5,spotify:track:1Yk3ReBzEg0BVpBQiUCuag
10,A time playing a game with a sibling in childhood,child,F,Wanted (with Henri René & His Orchestra and Chorus),Perry Como,15,3,0,6,5,n,NA,5,4,2,1,1,3,4,spotify:track:6odYX5rN6cIVzJfn6EDNQC
11,A memorable playdate with a childhood friend,child,U,My Best Year,The Solids,1,1,6,7,7,n,NA,NA,1,1,1,1,1,2,NA
11,Losing a tooth/a visit from the tooth fairy,child,U,Peter Pan,Brainstory,2,1,6,7,7,n,NA,NA,1,1,1,1,1,2,NA
11,An activity you did in elementary school,child,U,Hold You Back,JC Brooks & The Uptown Sound,3,1,5,5,7,y,1,NA,1,1,1,1,1,3,NA
11,A time with a babysitter you had during childhood,child,U,Evangeline,Theo Lawrence,4,1,6,1,7,y,1,NA,2,1,1,1,2,3,NA
11,A time when you played make-believe,child,U,Trouble in My Way,The Relatives,5,1,5,7,7,n,NA,NA,2,1,1,1,1,2,NA
11,A time you did a specific chore for your parents,adol,U,Said She Would,Eli Paperboy Reed,6,1,7,1,7,y,1,NA,4,1,2,1,1,4,NA
11,A religious ceremony during your adolescence,adol,U,"Ex Boyfriend - Live Session, Cleveland, OH, 2016",Jam in the Van,7,1,7,7,7,y,1,NA,1,1,1,1,1,3,NA
11,A moment with your high school girlfriend/boyfriend,adol,U,Highway Song,Patty Griffin,8,1,4,1,7,n,NA,NA,1,1,1,1,1,2,NA
11,Your first date or first kiss,adol,U,Mm-Hmm,The James Hunter Six,9,1,5,5,7,y,1,NA,1,1,1,1,1,1,NA
11,First time you taught someone younger than you how to do something,adol,U,All of the People,The Suede Hello,10,1,5,7,7,y,1,NA,3,1,1,2,2,3,NA
11,Your wedding,adult,U,Be Thou By My Side,Holy Hive,11,1,4,2,7,y,1,NA,1,1,1,1,1,2,NA
11,A wedding you attended in your 20's,adult,U,Charlie Love,The Sweet Vandals,12,1,5,6,6,n,NA,NA,2,1,1,2,1,2,NA
11,The birth or adoption of your first child,adult,U,Packin' Up,Darondo,13,1,4,7,7,n,NA,NA,1,1,1,1,1,2,NA
11,A halloween in your 20's,adult,U,Take Me Home,Jose James,14,1,5,5,7,y,1,NA,1,1,1,1,1,2,NA
11,Moving into your first home after your parents house or dorm,adult,U,Those Years Are Over,The Sha La Das,15,1,6,1,7,y,1,NA,2,1,1,2,1,4,NA
11,Birth or adoption of your younger sibling,child,F,If,Perry Como,1,2,6,7,7,y,1,5,3,1,1,2,1,5,spotify:track:0VLsWxGXctGx9QtaHCpVEk
11,Getting your first childhood pet,child,F,Manana (Is Soon Enough For Me),Peggy Lee,2,2,7,7,7,n,NA,5,2,1,2,1,1,3,spotify:track:3baBjQISAznjkg8WwzipPM
11,A time playing a game with a sibling in childhood,child,F,Mockin' Bird Hill,Patti Page,3,2,7,7,7,y,1,5,3,1,1,2,2,4,spotify:track:1xJmQm7BnAYjylITtNIL0h
11,A time hearing a favorite bedtime story as a child,child,F,Cry,Johnnie Ray,4,2,7,1,7,y,1,5,5,1,3,2,2,5,spotify:track:0mffjGn3EqtKiuur0TCSda
11,A time playing an outdoor game during childhood,child,F,Nature Boy - Remastered,Nat King Cole,5,2,7,7,7,y,1,5,5,1,3,2,2,5,spotify:track:6Oqq1gkewSjOHbW85Q2ppF
11,A time giving a presentation in junior/high school,adol,F,Mack the Knife,Bobby Darin,6,2,7,7,7,y,1,5,5,1,3,3,2,5,spotify:track:0YTgZJfVLmJ0b8XAMZKRKg
11,Going to prom or homecoming dance,adol,F,Love Letters In The Sand,Pat Boone,7,2,7,6,7,y,1,5,5,1,1,1,2,4,spotify:track:6I3bK0tihjv6EzeLhzBKbn
11,A moment with your high school best friend,adol,F,Jailhouse Rock,Elvis Presley,8,2,7,1,7,y,1,5,5,1,3,3,2,5,spotify:track:4gphxUgq0JSFv2BCLhNDiE
11,The day when you moved houses during junior/high school,adol,F,Personality,Lloyd Price,9,2,7,7,7,y,1,5,5,1,2,3,2,5,spotify:track:5vjigjfoXuJEttqLB3HTAg
11,A friend's birthday party in high school,adol,F,All I Have To Do Is Dream,The Everly Brothers,10,2,7,7,6,y,1,5,5,1,3,1,2,5,spotify:track:1Yk3ReBzEg0BVpBQiUCuag
11,The day when you/your partner found out you were going to have a child,adult,F,Surfin' U.S.A. - Remastered,The Beach Boys,11,2,7,1,7,y,1,5,5,1,4,3,2,5,spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b
11,Your first formal job interview,adult,F,Blue Velvet,Bobby Vinton,12,2,7,7,7,y,1,5,5,1,1,2,2,5,spotify:track:4QelFzhVgLomeQhvKrwM1S
11,A moment with your best friend in your 20's,adult,F,"I Can't Help Myself (Sugar Pie, Honey Bunch)",The Four Tops,13,2,7,7,6,y,1,5,5,1,1,1,5,5,spotify:track:6b6IMqP565TbtFFZg9iFf3
11,A day when you helped a friend move residence,adult,F,I Want To Hold Your Hand - Remastered 2009,The Beatles,14,2,6,6,3,y,1,5,5,1,1,2,2,5,spotify:track:5Qe7NHxeLAn8KoLTNLSdwe
11,A work-related trip in your 20's,adult,F,(I Can't Get No) Satisfaction,The Rolling Stones,15,2,7,4,4,n,NA,5,5,1,1,1,2,5,spotify:track:2PzU4IB8Dr6mxV3lHuaG34
11,A snow-day (or other weather-related cancellation) in elementary school,child,C,7,no music,1,3,6,3,7,y,1,NA,NA,NA,NA,NA,NA,NA,NA
11,A moment when a parent read to you in childhood,child,C,3,no music,2,3,6,7,7,y,1,NA,NA,NA,NA,NA,NA,NA,NA
11,A friend's birthday party in elementary school,child,C,4,no music,3,3,6,7,5,y,1,NA,NA,NA,NA,NA,NA,NA,NA
11,A moment when you played dolls/toys with a friend,child,C,13,no music,4,3,6,5,7,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,A celebration of your own birthday during childhood,child,C,6,no music,5,3,6,7,7,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,Going to a wedding as a teenager,adol,C,5,no music,6,3,5,5,7,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,A time working on a junior/ high school art or science project,adol,C,11,no music,7,3,3,1,6,y,1,NA,NA,NA,NA,NA,NA,NA,NA
11,A slumber party in junior/high school,adol,C,9,no music,8,3,7,6,6,y,1,NA,NA,NA,NA,NA,NA,NA,NA
11,A time breaking the rules of your parents as a teen,adol,C,1,no music,9,3,6,1,7,y,1,NA,NA,NA,NA,NA,NA,NA,NA
11,A halloween during high school,adol,C,15,no music,10,3,6,5,6,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,A time cooking in your 20's,adult,C,14,no music,11,3,7,5,7,y,1,NA,NA,NA,NA,NA,NA,NA,NA
11,A memorable party in your 20's,adult,C,2,no music,12,3,5,6,7,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,A sporting event or concert in your 20's,adult,C,8,no music,13,3,6,7,7,y,1,NA,NA,NA,NA,NA,NA,NA,NA
11,Proposing to/being proposed to by your partner,adult,C,10,no music,14,3,5,4,5,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,Your first day at a job after college/high school,adult,C,12,no music,15,3,6,4,5,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,First time you taught someone younger than you how to do something,adol,C,6,no music,1,1,4,5,6,y,1,NA,NA,NA,NA,NA,NA,NA,NA
12,A time going to a museum as a teen,adol,C,14,no music,2,1,6,7,7,y,1,NA,NA,NA,NA,NA,NA,NA,NA
12,Going to prom or homecoming dance,adol,C,3,no music,3,1,6,6,6,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,A religious ceremony during your adolescence,adol,C,7,no music,4,1,6,5,7,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,A time working on a junior/ high school art or science project,adol,C,15,no music,5,1,4,6,7,y,1,NA,NA,NA,NA,NA,NA,NA,NA
12,A time cooking in your 20's,adult,C,12,no music,6,1,2,6,7,y,1,NA,NA,NA,NA,NA,NA,NA,NA
12,A work-related trip in your 20's,adult,C,9,no music,7,1,4,4,6,y,1,NA,NA,NA,NA,NA,NA,NA,NA
12,A memorable date in your 20's,adult,C,5,no music,8,1,2,4,6,y,1,NA,NA,NA,NA,NA,NA,NA,NA
12,A moment with your best friend in your 20's,adult,C,10,no music,9,1,6,7,7,y,1,NA,NA,NA,NA,NA,NA,NA,NA
12,A memorable party in your 20's,adult,C,13,no music,10,1,5,7,7,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,An activity you did in elementary school,child,C,1,no music,11,1,4,6,7,y,1,NA,NA,NA,NA,NA,NA,NA,NA
12,Getting your first childhood pet,child,C,11,no music,12,1,2,5,6,y,1,NA,NA,NA,NA,NA,NA,NA,NA
12,First time you or a friend swore in front of an adult,child,C,4,no music,13,1,1,6,6,y,1,NA,NA,NA,NA,NA,NA,NA,NA
12,A time playing an outdoor game during childhood,child,C,2,no music,14,1,4,7,6,y,1,NA,NA,NA,NA,NA,NA,NA,NA
12,A time when you played make-believe,child,C,8,no music,15,1,1,6,6,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Going to a wedding as a teenager,adol,F,"I Can't Help Myself (Sugar Pie, Honey Bunch)",The Four Tops,1,2,7,4,7,y,1,4,5,1,4,3,2,5,spotify:track:6b6IMqP565TbtFFZg9iFf3
12,A time breaking the rules of your parents as a teen,adol,F,My Girl,The Temptations,2,2,7,5,7,y,1,4,5,1,4,4,2,5,spotify:track:745H5CctFr12Mo7cqa1BMH
12,A time you did a specific chore for your parents,adol,F,Where Did Our Love Go,The Supremes,3,2,7,3,7,y,1,4,5,1,4,4,2,5,spotify:track:69RH84na5iUNwrwxpgjC5j
12,A time giving a presentation in junior/high school,adol,F,Respect,Aretha Franklin,4,2,7,7,7,y,1,4,5,3,4,4,2,5,spotify:track:7s25THrKz86DM225dOYwnr
12,A moment you acted on a first crush as a teen,adol,F,You've Lost That Lovin' Feelin' - Single Version,The Righteous Brothers,5,2,6,6,7,y,1,4,5,3,4,3,1,4,spotify:track:4r1YRZuf1XYNDx9Zzednk9
12,The birth or adoption of your first child,adult,F,Let's Stay Together,Al Green,6,2,2,6,7,y,1,4,5,1,4,3,2,5,spotify:track:7kWhdmRYv8CqbWNqfojqVd
12,A halloween in your 20's,adult,F,Dancing Machine,The Jackson 5,7,2,7,7,7,y,3,5,5,4,5,4,2,5,spotify:track:0xqb2Euq1PAxKHBA36NUnx
12,First time voting,adult,F,The First Time Ever I Saw Your Face,Roberta Flack,8,2,2,3,6,n,NA,4,5,1,4,3,2,5,spotify:track:0SxFyA4FqmEQqZVuAlg8lf
12,Your wedding,adult,F,Just My Imagination (Running Away With Me),The Temptations,9,2,6,3,6,y,1,4,5,3,3,2,2,5,spotify:track:39Bd345OWEhRNyfayhp9gv
12,A time when you did community service in your 20's,adult,F,Go Away Little Girl,Donny Osmond,10,2,4,7,7,n,NA,4,5,3,2,2,1,4,spotify:track:4kjOWauuYptQVSnuac4dsr
12,A lesson in religious school as a child,child,F,Venus,Frankie Avalon,11,2,4,7,7,n,NA,3,5,3,3,2,1,4,spotify:track:5kqXQHIgQ6UfFP9LfqPNgG
12,A time picking out a favorite piece of clothing/shoes as a child,child,F,Learnin' The Blues - Remastered,Frank Sinatra,12,2,4,0,0,0,NA,3,1,1,1,1,1,4,spotify:track:177n1ckYQkeOzLhSSkKci2
12,A memorable playdate with a childhood friend,child,F,Love Letters In The Sand,Pat Boone,13,2,5,6,5,y,1,3,4,2,2,1,1,4,spotify:track:6I3bK0tihjv6EzeLhzBKbn
12,Your first religious ceremony,child,F,Round and Round (with Mitchell Ayres and His Orchestra & The Ray Charles Singers),Perry Como,14,2,6,3,6,y,1,3,5,3,2,1,1,5,spotify:track:6hdPYYPHJz6IPuH4KayU1d
12,Birth or adoption of your younger sibling,child,F,Sweet Little Sixteen - Original Demo,Chuck Berry,15,2,6,5,7,y,1,4,5,3,4,3,1,4,spotify:track:4DM8ENUyqiyAe65qin4vhF
12,Your first date or first kiss,adol,U,Said She Would,Eli Paperboy Reed,1,3,5,4,5,n,NA,NA,5,3,3,2,1,4,NA
12,First day of junior/high school,adol,U,Baby Don't Do It,The James Hunter Six,2,3,6,4,7,n,NA,NA,1,1,1,1,1,4,NA
12,A moment with your high school girlfriend/boyfriend,adol,U,Everybody Turn Rasta,Cymande,3,3,4,4,6,n,NA,NA,1,1,1,1,1,4,NA
12,A moment with your high school best friend,adol,U,Let It Fall,Chris Robinson Brotherhood,4,3,3,6,7,n,NA,NA,1,1,1,1,1,3,NA
12,A friend's birthday party in high school,adol,U,Hold You Back,JC Brooks & The Uptown Sound,5,3,3,6,6,n,NA,NA,1,1,1,1,1,4,NA
12,Moving into your first home after your parents house or dorm,adult,U,Be Thou By My Side,Holy Hive,6,3,4,6,7,n,NA,NA,1,1,1,1,1,3,NA
12,A sporting event or concert in your 20's,adult,U,My Best Year,The Solids,7,3,2,6,6,n,NA,NA,1,1,1,1,1,3,NA
12,Your first formal job interview,adult,U,Blackeyedsusan,Jose James,8,3,4,6,6,n,NA,NA,1,1,1,1,1,3,NA
12,A wedding you attended in your 20's,adult,U,Take Me Home,Jose James,9,3,6,6,7,n,NA,NA,3,2,2,2,1,4,NA
12,Proposing to/being proposed to by your partner,adult,U,Your City,Night Shop,10,3,3,5,6,n,NA,NA,1,1,1,1,1,3,NA
12,A snow-day (or other weather-related cancellation) in elementary school,child,U,My Baby's Tears,Reverend Baron,11,3,2,4,6,n,NA,NA,1,1,1,1,1,3,NA
12,A moment when you played dolls/toys with a friend,child,U,Sending Love from Mars,Skin & Bones,12,3,2,5,7,n,NA,NA,1,1,1,1,1,1,NA
12,A time when you watched a movie/tv show with family as a child,child,U,Ghosts in the Walls,Tommy Allen,13,3,3,6,6,n,NA,NA,2,2,1,1,2,2,NA
12,A time playing a game with a sibling in childhood,child,U,Right Here Right Now,Karrin Allyson,14,3,5,6,6,n,NA,NA,1,1,1,1,1,4,NA
12,A night on Halloween in childhood,child,U,Those Years Are Over,The Sha La Das,15,3,5,4,6,n,NA,NA,1,1,1,1,1,4,NA
13,A time cooking in your 20's,adult,C,10,no music,1,1,5,6,3,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,A career advancement or promotion in your 20's,adult,C,13,no music,2,1,5,7,5,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Moving into your first home after your parents house or dorm,adult,C,12,no music,3,1,6,5,5,y,1,NA,NA,NA,NA,NA,NA,NA,NA
13,A memorable date in your 20's,adult,C,15,no music,4,1,5,2,4,y,1,NA,NA,NA,NA,NA,NA,NA,NA
13,The birth or adoption of your first child,adult,C,14,no music,5,1,5,7,5,y,1,NA,NA,NA,NA,NA,NA,NA,NA
13,A trip to an amusement park as a child,child,C,6,no music,6,1,6,6,4,y,1,NA,NA,NA,NA,NA,NA,NA,NA
13,An activity you did in elementary school,child,C,1,no music,7,1,5,3,5,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,A day going sledding/skiing/snowboarding as a child,child,C,2,no music,8,1,4,7,5,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,A trip to the zoo as a child,child,C,5,no music,9,1,3,5,4,y,3,NA,NA,NA,NA,NA,NA,NA,NA
13,First time you or a friend swore in front of an adult,child,C,8,no music,10,1,4,6,5,y,1,NA,NA,NA,NA,NA,NA,NA,NA
13,A religious ceremony during your adolescence,adol,C,4,no music,11,1,4,7,5,y,1,NA,NA,NA,NA,NA,NA,NA,NA
13,A moment you acted on a first crush as a teen,adol,C,3,no music,12,1,4,5,5,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Your first date or first kiss,adol,C,7,no music,13,1,4,5,3,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,A halloween during high school,adol,C,11,no music,14,1,3,5,3,n,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,A moment with your high school best friend,adol,C,9,no music,15,1,5,5,3,y,1,NA,NA,NA,NA,NA,NA,NA,NA
13,A moment on a honeymoon,adult,U,Harlem River Drive,Brian Dunne,1,2,7,7,5,n,NA,NA,2,1,2,1,1,3,NA
13,A work-related trip in your 20's,adult,U,Be Thou By My Side,Holy Hive,2,2,5,6,4,n,NA,NA,3,1,3,2,1,4,NA
13,A big accomplishment at work in your 20's,adult,U,Let Me Be Your Lovemaker,Humble Pie,3,2,6,7,5,y,1,NA,2,1,1,2,2,2,NA
13,A wedding you attended in your 20's,adult,U,Take Me Home,Jose James,4,2,6,6,4,y,1,NA,1,1,1,1,1,4,NA
13,The day when you/your partner found out you were going to have a child,adult,U,Don't Spook the Horses,John Andrews & The Yawns,5,2,4,0,0,n,NA,NA,1,1,1,1,1,1,NA
13,Losing a tooth/a visit from the tooth fairy,child,U,A Minute of Your Time,Humble Pie,6,2,5,6,3,y,1,NA,2,1,2,2,1,3,NA
13,A moment when you played dolls/toys with a friend,child,U,Mm-Hmm,The James Hunter Six,7,2,5,7,4,y,1,NA,1,1,1,1,1,1,NA
13,A time playing a game with a sibling in childhood,child,U,If You Remember,Night Shop,8,2,4,6,5,y,1,NA,1,1,1,1,1,3,NA
13,A time playing an outdoor game during childhood,child,U,Sending Love from Mars,Skin & Bones,9,2,3,7,6,n,NA,NA,1,1,1,1,1,4,NA
13,Getting your first childhood pet,child,U,That's The Way I Am,The Sweet Vandals,10,2,3,7,4,n,NA,NA,2,1,1,2,2,4,NA
13,A time working on a junior/ high school art or science project,adol,U,My Best Year,The Solids,11,2,5,5,5,n,NA,NA,3,1,2,3,2,4,NA
13,A time breaking the rules of your parents as a teen,adol,U,Those Years Are Over,The Sha La Das,12,2,5,6,5,y,1,NA,4,1,3,1,1,3,NA
13,A time going to a movie in junior/high school,adol,U,Chime,Sandy's,13,2,4,3,4,n,NA,NA,1,1,1,1,1,3,NA
13,A slumber party in junior/high school,adol,U,Let It Fall,Chris Robinson Brotherhood,14,2,4,4,4,n,NA,NA,2,1,1,2,1,2,NA
13,Going to prom or homecoming dance,adol,U,We're All in This Together,Hard Working Americans,15,2,2,5,4,n,NA,NA,1,1,1,1,1,1,NA
13,A moment with your best friend in your 20's,adult,F,I'll Never Fall In Love Again,Tom Jones,1,3,6,5,4,y,1,5,2,1,1,1,1,2,spotify:track:58Ly06zgtkWvejRVrRyZaV
13,A sporting event or concert in your 20's,adult,F,I'll Be There,The Jackson 5,2,3,6,7,4,n,NA,5,4,1,3,4,3,5,spotify:track:4D9wVFpbDRDK2s6vSgtEl0
13,A memorable party in your 20's,adult,F,Honky Tonk Women - Mono Version,The Rolling Stones,3,3,6,6,3,n,NA,5,4,1,4,4,2,3,spotify:track:4z7OCDAAIZxfzQ6qyUSx1O
13,Your first day at a job after college/high school,adult,F,Suspicious Minds,Elvis Presley,4,3,5,6,3,y,1,5,3,1,1,2,3,4,spotify:track:1H5IfYyIIAlgDX8zguUzns
13,Your wedding,adult,F,Bridge Over Troubled Water,Simon & Garfunkel,5,3,6,5,2,y,1,5,5,1,4,3,2,5,spotify:track:6l8EbYRtQMgKOyc1gcDHF9
13,Taking your elementary school class picture,child,F,A Blossom Fell,Nat King Cole,6,3,5,3,2,y,1,5,3,1,3,1,1,3,spotify:track:7xSeHkkHknKJa7EJF0u8cx
13,A trip out to the see a movie or another performance as a child,child,F,Don't Be Cruel,Elvis Presley,7,3,7,5,3,n,NA,5,5,5,4,3,2,5,spotify:track:4zzXm1QJQXWLyUfFhWZBRg
13,A time when you watched a movie/tv show with family as a child,child,F,Stranger in Paradise - Remastered,Tony Bennett,8,3,4,6,4,n,NA,5,3,2,2,1,1,3,spotify:track:0VSkGr3AikTWSUaJQL6GNC
13,A lesson in religious school as a child,child,F,A Teenager's Romance,Ricky Nelson,9,3,6,5,2,y,1,5,5,1,3,2,2,5,spotify:track:1Qn5jElT7XqjvVeJ8pYM2w
13,A time participating in a particular elementary school play,child,F,Learnin' The Blues - Remastered,Frank Sinatra,10,3,5,5,2,y,1,5,4,2,2,2,2,4,spotify:track:177n1ckYQkeOzLhSSkKci2
13,A time giving a presentation in junior/high school,adol,F,Crying In the Chapel,Elvis Presley,11,3,7,4,2,n,NA,5,5,2,2,2,1,5,spotify:track:1Vzr9AOdHw65UHoK1Vuxls
13,First day of junior/high school,adol,F,Surfin' U.S.A. - Remastered,The Beach Boys,12,3,6,6,4,y,1,5,5,2,2,1,2,4,spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b
13,A time when you drank with friends in junior/high school,adol,F,(I Can't Get No) Satisfaction,The Rolling Stones,13,3,5,3,2,n,NA,5,4,1,4,3,2,4,spotify:track:2PzU4IB8Dr6mxV3lHuaG34
13,A time you did a specific chore for your parents,adol,F,Young World - Remastered 2001,Ricky Nelson,14,3,7,6,4,y,1,5,5,4,3,2,2,5,spotify:track:3wdj1DfcPpar4PbXAMSE76
13,A time trying cigarettes or drugs in high school,adol,F,You've Lost That Lovin' Feelin' - Single Version,The Righteous Brothers,15,3,7,6,4,y,1,5,5,1,5,4,3,5,spotify:track:4r1YRZuf1XYNDx9Zzednk9
14,A time trying cigarettes or drugs in high school,adol,F,Until You Come Back to Me (That's What I'm Gonna Do),Aretha Franklin,1,1,7,1,1,n,NA,5,5,1,5,1,1,5,spotify:track:5mymaL5wREERekNoPojzyG
14,A time when you drank with friends in junior/high school,adol,F,You're so Vain,Carly Simon,2,1,7,4,1,n,NA,5,5,1,1,5,1,5,spotify:track:2DnJjbjNTV9Nd5NOa1KGba
14,A friend's birthday party in high school,adol,F,Just My Imagination (Running Away With Me),The Temptations,3,1,7,7,1,y,1,5,5,1,5,1,1,5,spotify:track:39Bd345OWEhRNyfayhp9gv
14,A time breaking the rules of your parents as a teen,adol,F,The First Time Ever I Saw Your Face,Roberta Flack,4,1,7,7,6,n,NA,5,5,1,5,1,1,5,spotify:track:0SxFyA4FqmEQqZVuAlg8lf
14,A moment when a parent comforted you when you were a teenager,adol,F,My Love,Paul McCartney,5,1,7,7,7,n,NA,5,5,1,5,1,1,5,spotify:track:6q9JjGg7puap2DyEqfP31k
14,Your first religious ceremony (like a holy communion),child,F,I Can't Stop Loving You,Ray Charles,6,1,7,5,6,n,NA,5,5,5,1,1,1,3,spotify:track:0lKNhJylqHrHdQBzmFN73Y
14,A celebration of your own birthday during childhood,child,F,Twistin' The Night Away,Sam Cooke,7,1,6,2,6,y,1,4,5,4,1,1,1,5,spotify:track:6oghHwPUNXcIg3VxMCkheG
14,A (particular) event on the playground,child,F,I Want To Hold Your Hand - Remastered 2009,The Beatles,8,1,7,1,7,n,NA,5,5,5,1,1,1,5,spotify:track:5Qe7NHxeLAn8KoLTNLSdwe
14,A time when you played make-believe,child,F,Where Did Our Love Go,The Supremes,9,1,7,7,5,y,1,5,5,1,5,1,1,5,spotify:track:69RH84na5iUNwrwxpgjC5j
14,A time recieving a holiday present in childhood,child,F,Shop Around,The Miracles,10,1,7,7,6,n,NA,4,5,5,1,1,1,4,spotify:track:47IRIQxGDe2Sc6F4pe2FMf
14,A sporting event or concert in your 20's,adult,F,Hotel California - 2013 Remaster,Eagles,11,1,6,4,5,n,NA,4,5,1,5,1,1,4,spotify:track:40riOy7x9W7GXjyGp4pjAv
14,A day when you helped a friend move residence,adult,F,"Evergreen (Love Theme from, ""A Star Is Born"")",Barbra Streisand,12,1,6,6,7,n,NA,4,5,1,5,1,1,5,spotify:track:2IcqY68BxP1ONPi3ME6aje
14,The birth or adoption of your first child,adult,F,Bad Girls,Donna Summer,13,1,7,7,7,n,NA,4,5,1,5,1,1,5,spotify:track:4Nh6q5ZWiGS5BVGQryoOMp
14,A moment on a honeymoon,adult,F,Don't Go Breaking My Heart - Remastered,Elton John,14,1,6,7,6,n,NA,4,5,1,5,1,1,4,spotify:track:4LTxJnvxbnnDJYygjoSXDp
14,A career advancement or promotion in your 20's,adult,F,Blue Bayou,Linda Ronstadt,15,1,7,6,6,n,NA,5,5,1,5,1,1,5,spotify:track:3zxklD2EGecZre9MjEEvIU
14,Your first date or first kiss,adol,U,Long Time Gone,David Quinn,1,2,2,7,1,n,NA,NA,1,1,1,1,1,1,NA
14,A time when you stood up for someone in junior/high school,adol,U,Hold You Back,JC Brooks & The Uptown Sound,2,2,2,0,0,n,NA,NA,1,1,1,1,1,1,NA
14,A moment you acted on a first crush as a teen,adol,U,Summer Breeze,The Sha La Das,3,2,2,7,4,n,NA,NA,1,1,1,1,1,1,NA
14,Confirmation,adol,U,Said She Would,Eli Paperboy Reed,4,2,4,7,5,n,NA,NA,1,1,1,1,1,3,NA
